hash,subject
9a6f5cf7ff8f45a4c002d397599fcaf8ad24be44,docs(subagent): name ACP quiescence precisely
9a7be21b7f35b6fbb9d9f8331a61beb165418dac,fix(host): preserve subagent continuation ownership
9a96d7c34198c68f93e9c4128434c8e04d131e10,docs(code-runtime): refresh config catalog
9adfc576da0f81ae8c6117d5b976663f0872a24f,chore(knip): include subagent settlement fixture
9aecbad9dd0770b82c4a6b8d373174a7383e9354,fix(subprocess): keep runner worker-loadable
9b048354b8e698147cb793f223b5f89f25640f27,fix(session-title): enforce framed input and deadline
9b83852dccea45c4de8946cd84d9713c2c4db068,docs(subagent): align named instance evidence notes
9b91e5312ca02da82cb46358ce9717dd3e4cb7b0,fix(web): narrow chat scroll provenance
9be6419cec1a1df9d394c209c1fe1d7347d63d9c,docs: regenerate catalogs and re-pair bilingual READMEs
9c133c644d3dec868be27a3ce01ecc0debd2e283,test(bash-local): wait for process readiness
9c32620e4b8fcb81a1714d7654c47e8398bf72d6,test(web): compare cache-safe policy wording
9c5224c5277045c70eba4f500de2ae4fd8a82a4c,test(cordis): cover malformed schema arrays
9ca0241d5d113d4e6d575219df4550f9c0f39ddb,feat(web): add durable session metrics (round 1)
9cd3c57b751a7df6f4d97813186e7ccc139a5e9f,test(subagent): align continuation fixtures with session API
9d0066440311c928a23e925fcdc34ba9da5bd184,docs(api): refresh agent reference
9d173f8333da6013f6db1862c9093251eeb41b71,test(tasks): cover direct admission default
9d2cf8ce826ee82c2af13f25de12bdf1920dda7e,Add keyless snapshot refresh mode
9d310ecc27954f412e709fe8a4dd891406ff2e1d,feat(invariants): add package-owned service seam
9d65894314ac57b505083ee9bf666846ead0e6da,docs(agent-notes): replace product provider proposal
9d77a50c23a32242cc3c4058a1cd2df7b5d6a31d,test(cli): include list_agents in shipped catalog
9d79da0c62421e4e58646ed9e9b31409596913f3,test(cli): pin source build-first launch
9d9b547d55dc6a2db4449193bcc505e2b5282712,docs: refresh telemetry module graph
9e20f92925068919212c85bb26b3f176e9cfe03d,test(session-persistence): expect request context checkpoint
9e5ae0d12e8582910a81a7e2fc2fb481670d3082,fix: address codex review round 3
9e91e206d4ad1662a843956cf73892aa4f3bf94a,refactor(subagent-codex): centralize cancellation settlement
9ebb40b84b404b3568a53cd6fab1b966e2c82c74,fix: keep SDK subagent notifications local
9ef673a5a3c2375680f64ae88ab611b188cedd73,test(commands): cover current ACP scenarios
9f1a69366bb4644f781df1508cd2879d205f343e,docs: tighten identity bridge prose
9f2c64f1754062c03e6b36c585313c927ab198b4,docs: discourage obvious code comments
9f5b639a084d0689d32892248aa6690c4aee5748,docs: prefer new commits after review
9f6ec0ead6e21f368c8ff08d048ae2f73505f326,test(subagent): exercise native Windows Claude shim
9f6f87cf694c7915b58f9f353a289fe514fc2fd8,test(ralph): snapshot fresh-agent rounds in headless app
9f7919d89463614395cdfe5e789acba8cf9c9211,fix: remove machine busy loading
9f9f83c11f0ba190da488156efb015e3f7d921f4,docs: align compaction output contract
9fcdb2c160ab34dd04d90c4fcf82601a0e77eac1,fix(subagent): close Claude SDK runtime dependencies
a016e17393d43ca57a0c41884805698a45a232f6,test(subagent): cover Codex permission branches
a03ed8d60b66b1ab44a816b304853b751158775f,test(schema): refresh PTY tool header fixture
a043395c2db684239590eaffabac8246568a9ac0,feat(subagent): configure Claude Code provider models
a0748ce5608f5ecedfc1f2a1ac5305806ef8a988,fix(web): canonicalize fixture plan state
a0bc2ea803c80976257df7498e62f6ce35db16c2,fix(subprocess): preserve native runner launch semantics
a0e917ffe37825be599ef8560ce2b7f208b3a4db,Optimize workspace instruction change detection
a11081ac840b4029134d9368fb8e49391bfbc4b3,test: refresh contribution pairing snapshot
a11396e43cb57fd1523784dcfbe621f68f908967,test: refresh code runtime snapshots
a163f4019b15437844951842288aa7002166c9a7,fix(sandbox): preserve all drain failures
a19c80bf6e0124eef2332e0a206ae86f95b4ed2f,fix(code-runtime): preserve typed failures after mutation
a1b3bebb61fe2f9cc1157496d5115476e7835ed9,fix(subagent): scope drains and soften final flush
a1de4d00714556c3a0d00ab0ef6728cc431c4d0d,docs: codify initiator-owned identity plumbing
a25c0f084f035f94a11292b17ec9a31e93349c2e,fix: totalize configured startup failures
a27492507d578348b1c2303121905ca89ca389f7,feat(web): add subagent conversation transport
a278374e8f8daac7383dc0b9a9e7fe825d66b473,docs: structure model experience fields
a27efdef363de392d675d4ce517db58b78826b44,docs: make technical prose concrete
a28f543ae4449e2a3389f1a505f2c58245c15078,docs(agent-team-profile): adopt package README standard
a2c53a885b0c5ad6e93ea0d53baa9acf44cb68bf,docs(rfc): propose tool result retention library
a2d108838e2650161a5a6c43696a1f6263a5b9ae,fix(cli): install shutdown handlers before readiness
a31b3eb7b803fba22f15c4084e48fafdd04dca27,test(host): cover queue mirror event expiry
a33ee3d4f098ffbe9a2617c4eadb12a0282910c5,docs: refresh MCP config catalog
a39bd9035ecc90a10375f4bc5e89a6f03c3c48b4,feat(web): replace the plan select with a status chip and placeholder swap
a3a9f86d8968876020bd597ea5e39db63525065f,refactor(subagent): derive Claude exit projections
a3deb9aa5ed874a638d728a3cc7b8bf86a66281b,fix(subagent): keep Claude plan mode non-executing
a3f248ff52720758f282ff9680c51320cd0f97ac,docs(workspace-context): mark deferred correctness fixes
a3fc0b5ecdbe02a3dda42e0b93f4965654902308,test(subagent): use platform Codex argv
a40e0978da46e7029a822efb3f73055172e9ecb7,style: fix fixture indentation from the master merge
a41085dfd40033e2e7d2590c9b38e0ade8eceef3,ci: skip
a415d8fdb1b3de4425495b6c87707b58f5c3f65f,docs: remove stale streamed-prefix rationale
a416b13eb5d2be8f0791954d04e1f4f33902ff87,fix(subprocess): preserve Windows search miss errors
a425aff586a5721a4ecd39dbc1e5be183794b092,docs(rfc): propose one-send-one-turn simplification
a42c28cdc9cbf0c6dc5ba789eecea8cf08448cb7,docs(rfc): refresh agent execution context pairing record
a435aae538f908fd98b73d9a83041046a34edfd6,test: add opt-in web performance scenario
a43a0b5cffe1d96abbae4c24b8e8d4bc59d8fb98,fix(compact): soften English checkpoint rule
a4417f4924151d130e76bdde5c5f40cefa8bd149,docs: classify consumer-owned model effects as indirect
a447e26272c6e9114f71f53f89d7a78962fb2367,fix: test
a47e80678e34aae9f70e8d6826e909a972937b8a,fix(history): preserve per-delta replay
a49ef7581fbc15341e1c34bc7549d51981dda6c7,Fix Codex wire frames and bound grace timers
a4a9900be1c6f597a92a5955fe2768ca40314756,simplify retention omitted metadata
a4be4b5e5264e1016cec414d7d43c03c0e15c3d6,docs(invariants): codify semantic review rules
a4da0f40d5e4ac11990ee0f6485f39ae2def66aa,feat(web): preserve near-full cache-hit precision
a525776015c10c1a5c25c3cc625bb4a55f4f811a,feat(goal): add persisted same-session goal domain
a52cac00b1a0dbb6969da5bd634e22c72cf02c1b,fix(project-instructions): load files through fs service
a5368680ae957e2402aa06ba3d0189890a233841,docs(win32-process): keep localized header link valid
a552a6ce63e81c6c19c6c6708c4df80182c46b24,test(code-runtime): cover revoked constructor spoof
a5ea2c46a7c96f1437d6615eb9bffd187e4f5090,test(acp): isolate product diagnostic header pin
a623ed518398ae9471aea6481ccb286ec7e24d45,test(tui): cover unbounded retry status
a625ef4fe9295a205767fdcd675fc1d254898dbb,docs(compact): qualify pruning cache reuse
a633c19b027464f0079ada185b3e7982f1443eb4,ci(windows): raise native coverage test timeout to 60s
a6c274e250e0f5a07d33fc3226bcd7b3bfef392b,feat(team): add experimental Agent Teams CLI profile
a6e406a7782303ea5838007e8e85401e95ce4e01,docs(agent-loop): correct identity limitations
a6e96c47f37e12e1cb1a3a36514ba6aa060fe09e,review fix: pin ordinary-send batching removal
a7a369a7beee9720d7c7ce4097c7d0804b685f5d,chore(llm): bump pi-ai to 0.82.1
a7b0e6979732428855fdb06eecb8c4dfd74cc8cf,test(snapshot): update plan command metadata
a7ddded2ef44bc806a96f9ee00806109ee62b130,fix(workflow): address ready review findings
a7fc81d745ad178194be6c905bb1a6b4c19cd624,docs: replace front door terminology
a825b8d0427f8312c600ded8b78964e9ace18c0b,fix(subprocess): close native containment contract gaps
a8c0e8a03c35b1303d7780b8215e482809c32d6f,test: cover successful ACP cleanup failure
a8c28be1ba345bda3e8a90847ca992edcda0668e,fix(web): bound search provider work (round 6)
a8d1624695b78677e65d287b87aea016f3de1288,docs: close web seam simplification RFC
a91b20f6beacd4167d1bdc649e44e47eb86c712c,fix(subagent): close continuation lifecycle gaps
a93968bf9361a3240228d8e35bd43bfa1f7f7799,fix(subagent-codex): await managed tree exit
a93e9b86e7d51cac88ea10fa15f9378e49ecf7dc,docs(testing): require real-example snapshots
a95f0b368f782e20b54df4e9880b589d9bc10ae1,fix(subprocess): contain escaped descendants with native owners
a967f5174a0b81b2868d7ed2ca5e8435ba5c3f59,test(snapshot): update unlabeled workflow children
a977ef30eecc44f47156531f41bde257e7ae5075,fix(subagent): preserve published run failures
a99750f34128f4d3c2253fd854eecc89fe6157b9,docs(rfc): propose required capability cancellation
a9c36ad576653d88b498feea3fbf83bb6c4b4305,fix(bash-local): contain spill close failures
a9c4fe2c4ba9f92a85117d60ad01ce1ee5930c69,test: exclude validated ACP assertion
a9d518a38ea585e8baf03564c58af0b29f67a1ea,fix(session-title): harden async provider lifecycle
a9d74932b12e05721cdfb66c25d3aaf2ae70fde9,feat: add optional time context plugin
a9ed7c2e9891f4e571f493e81547768f1f1ceb83,fix fractional duration normalization
aa4e62987473c878eaf1a0ee117ebcd8b6327337,feat(agent-loop): give each send its own turn
aa62b5109a1736e5b468c2652d52cb635bb6cc12,Fix workspace context review findings
aaa5117ebdd91ee946d0f6229ee276a080fedb17,fix(subprocess): preserve literal spawn error stacks
aaa85cce01195fc35ab14766d5d66b83ef5e3cd7,docs(subagent): name SDK quiescence precisely
ab494bfdcaa11f839037c63a9ca43a32fdad7459,refactor(win32-process): narrow PR1 native surface
ab696d84c20031b08dc7c3d957c9bf0e68654e48,docs(subagent): show disabled Claude tool row
ab94a2f7d6463ba640af5866c4b28908d5dde3b0,refactor(telemetry): centralize the default mode
abf498b8dc12b973ff698ff1ef3191f36bad0fc4,fix(web): align composer context stack
ac1a5891c2faa100ba533cc1f7b88338ae19d583,fix(subprocess): close remaining native containment findings
ac69b1e0c43590eb932b32a0c690b3e93d45e2f8,fix(subprocess): decouple Windows target stdio
ac9351594393fb8e3c3cde9ee2e6c58f3f01633f,fix(subagent): preserve Codex payload diagnostics
aca5c0cb2b76a17978b6b05f7848a7600d373573,fix(subprocess): release Windows runner stdio owners
aca8162ef21322e4dfbeff4938e546b26e44d4d1,docs: describe lossless Code Mode bindings
acc628f3afde26ac47168434a3daa4f42351c936,fix(tools): preserve literal and realm-safe schemas
ad021067e0d8b6e55cbb875cbdcdb71a098492f4,fix: preserve transport cause diagnostics
ad14b210bfb912d6de893508b84563e5e6d9586c,test: cover skill config defaults
ad44ba547a8d4ee34c94ac964bf71e7876e173fb,test(subagent-acp): explain fallback warning coexistence
ad6516933b3176ccc0d262981992c024d2480147,fix(i18n): close automated review findings
ad8ce3904be01fc4f8c11c28db23bc5c5efbd54b,test(web): drive policy experiment through commands
adcba3ed961547c6fde2ed4cbedb5a624532eb36,refactor(telemetry): keep frozen-consent precedence coverage-enforced
adddc4dea69acc8738bd05777748d30ef452b9d4,test(history): cover packed record branches
adedeb70a8f72c0ef88199fadbd0baae980d928a,docs(skill): clarify comment guidance
ae419fb692322bdb48facc1394807ad25e8b1e3c,fix(cli-demo): interrupt Loader boot on signals
ae6976cbbd6d4ac0dba8c90b7880045aa00ca388,docs(subagent): regenerate catalogs for the activation-based seam
ae77bc0b2f67b5a06b74267754cda060e20e5b2b,fix(subprocess): defer native wait allocation
ae98294ec50281fcef557f3176720b346e5920fa,fix(sandbox): preserve filesystem cwd semantics
ae9b69287ff09d96c54d2d1e30b13b2f3f49e958,fix(i18n): encode exact link paths safely
aee58c73e0ea69c6019283744bf03ec68aa06432,test(subagent): compare Windows Claude paths case-insensitively
aee859841b8ca8cb5a0199b9510e0636cbbe6380,test(gui): cover edit tool row
af1894eaef9f13e7a57d07c60e92701d469f706c,test(subagent): cover cmd metacharacter install paths
af242dbae56df6b4092c3dd026e12a1682045256,Preserve snapshot refresh seed boundaries
af6951894721ea57dc3c6e8abd67f6d7c63e4cd3,docs(user-interaction): record review detail contract
afaa9ad828cd9c31afbccd70cdb8c04474cc1143,style: satisfy the eslint lane on the plan surfaces
afe26c27abd6f1eafb16c88ab782a6e920b70868,test(sandbox-policy): refresh merged web evidence
b032097c2a651d0ca231f9c4f3ac212376615a54,fix(subagent): preserve terminal turn precedence
b03e52fab08ec2c84c2d0dc2b46fe69730a0c0d4,refactor(subprocess): simplify Windows runner settlement
b06722e2d406fd6ecbfcb49cb93bf04a1d51a829,support bounded multi-query web search
b06ae91fa8acb38cd62c1b5e23992d95dc032201,fix(tasks): address task API review feedback
b10368a8d53d8cafb1ee991c4b1b9519b8271403,refactor(telemetry): strongly type sharing mode
b10bcf2d442735d8be20c11974b7d896e692368b,test(web): re-record the hero golden for the localized search placeholder
b12b5f8a9536e99fad72024451b9c1df84300c8e,test: refresh permission-switching header snapshot
b1b57a0ac54538a7dc4753a31c30cbbc474643c5,Require Agent Notes for non-trivial changes
b1d67a693537bb24f0e95460bbdafd98e6c507e6,feat(agent-presets): add Codex and Claude Code subagent tools
b1e19d8b697865d20db02facd990052e9d6347d0,fix(core): drain cross-realm execution promises
b2025337b56b8584ffbb71a54b486c48b285fc78,refactor: hide sandbox implementation helpers
b2031dd6b23be3e50a0b8f73aca570cc754a12ab,docs: keep package index within budget
b2064cba10f3a0c19ca24472f0ee7d7f81c1816f,fix(agent-loop): reject duplicate configured identities
b2178ade8028597e7565db77dfe3ef4ecd68b99d,feat(subagent): make Codex provider directly installable
b23da625bb36a658e25f4976aa0d0d5f01ff2490,docs: trim package and example indexes to budgets
b25e790e369ca65623febe68bdb8ebb07e635b45,test(subprocess): cover runner liveness polling
b274f5e6069cffcc94f861285a4d0ee974edffe6,test: refresh dynamic route prompts after master
b2f08eac4f46a47755b7f69e08330b66750aef9f,test(workflow): register real-engine route
b30686d634a3fb3bc5f93f89ca10bfcd631b847c,show subagent usage and active duration
b35d66b86dcbb814f0183174c4d42c303a963178,fix: reject legacy session events on every path
b3ba4345f591b76f2c365ad144d76146cb139e1c,fix(session-title): respect request and config boundaries
b3fcca95985f450b52faa7c7671d6b2313560f66,refactor(subprocess): remove synthetic abort race
b4366e711d634290101b6b82deafac405e3de3b1,feat(subagent): make Claude Code provider directly installable
b47e4c5276604dd1e5a400f5f60d2c16e195df10,fix: suppress teardown startup failures
b5731dfdaf81d7b40796ca20a543d75a164ee318,docs: propose continuable background subagents
b579a13db759c38c41541a021bbbac188f4bf8a8,test: trim PostToolUse snapshot retries
b58cf7ec2fdb3ba7d88ec097766dd47f2a188a2a,fix: coordinate overlapping configured reloads
b58e33268afa9771e96bca1a565555d519d97743,feat(llm): add per-provider retry policies
b5b17a7f65a8581c16ab5af7980faba637679315,fix(ci): stabilize static and coverage gates
b5cd511f35c52a8c1c4c2530b446b1a6b0574cab,docs: address model experience review
b5d112a251915e89cca4ed087b8465c07961b8a4,Skip TUI PTY smoke on Windows
b69129601e5033a62532b0e72061bfab1cafc516,test: satisfy post-merge push gates
b6c52c82bbe47a63981e889d08c268d8851e52d3,fix(infra): resolve Codex notices from wrapper
b6dc88be519a6a769453d2730188c86ee9706a1a,fix(subprocess): preserve forced Linux outcomes
b77cfd64a1cba70c1c2168d370aeab3108989a12,docs(catalog): refresh repeat guard source link
b78cdbcd51d5c397f181a71ff5b0e61063e6f791,feat(examples): add one-shot CLI demo
b7cdad6360964089971463737464baed70c45591,ci: reject golden filenames on matching PRs
b7dbb25c081b18543f7dc5b5cbb9aebeed4a4f51,docs: clarify release tooling exclusion
b7e195a7e6edfb3932af44c780e243cc46ae915b,fix(i18n): align translation briefing link rules
b8080268599b33090c150786feb0b9438517f716,feat(workflow): add fresh-agent Ralph tool
b850e69068fd14e8352d4614281c7aff7640257e,Condense snapshot testing policy
b85cb981eff636250676b13b2b6a98a46e292c57,docs(subagent): allow multiple product provider instances
b88a35d506d8ba271a3e2616e01d29c0cccfcc9a,fix(subagent): preserve actionable DSH SDK failure facts
b8aa1507cd913da4eb90701ad1bf9645cac4eaa6,docs(pty): keep model experience field canonical
b8ad62eb359409dd688ef3c2401fd6af27d2bf7f,fix(invariants): finish current-master ownership migration
b8af6c4b430953d23adf5669ad5bc2cbbffb7176,docs(goal): align rollup with implemented stack
b8be3583e07a8f5b0234b5148aae7a747d5fdcbe,test(cordis): refresh session origin API snapshot
b920239389866bf80c9d74528c92d96ebc8803cc,fix(acp): align prompt and workspace contracts
b92795a73126e2ff163cd1e78bd4d98b54d8c21d,Fix nested project instruction review findings
b94d2f9c1d80f35d051d05c831278ffb50974c14,fix(web): stabilize nested subagent navigation
b95595f0c7ed9769bad0fdb1e64727ff0dc34284,fix: harden runtime skill registration
b9c0028f95100ccade815d937505302227eba14f,fix(subprocess): launch systemd scopes without pipe mode
b9cbcf8e2b73fdd9a9375d290ce697ca3a0b320d,docs(subagent): clarify diagnostic-bearing results
b9cd0d0c9373232e1c5450d0d408933bfdfea41d,test: declare loader fixture skill dependency
b9e7db5abfe67a2b9cfd2732a57ebd8264b2ad36,fix(skill-badge): align with current base contracts
ba0d7dfdca53356c0dde38b98a682311b0f65bb0,fix(sdk): validate closed turn cancellation facts
ba2925c7041bac2976c362c1a5bec379b2c0af3f,fix(web): converge search runtime boundaries (round 8)
ba31656258d1c1c4e2c5eaf75eb787e1674e665d,docs: name prototype sharing purpose
ba4a57c7d19c3119f1f3876a8472b758902ddc9d,refactor(compact): align pruning contracts (round 3)
ba693f0355f378b289e536436f774aa914cbd721,fix(cli-demo): forward the complete spine config
ba8a5c89ed4390b4b1679b736f2c44d79bdbaab9,docs: name the public agent injection seam
bac97a5b2e1ae105eaa3a50c3aa131f8ead02fbb,test(acp-snapshot): cover the delta-insert trailing-newline branch
baf2bc6dc3260ccd76c884dd05433658da51be6f,docs: clarify missing artifact failures
baf64e8b2117ff40db66f3c8d9c8677bcd8f07e7,fix(bash): close managed environment review gaps
bb1c8fa27da12f2432afaf3d5c04fd8299df73e9,fix(llm): restore pruned status contract
bb3010a8dfb406a472115052754591c58ce09fa8,fix(subagent): use bundled Claude Code CLI
bb40259083f10cb2071c024f05810c74021e4035,test: preserve ACP cleanup failures
bb6709b14ac342f848905f4d6400a625fb93fb51,fix(code-runtime): bound completion measurement
bb6e6d6f3b832bcb17e213d4cc32c60f565985f6,fix(subagent): preserve continuable behavior after rebase
bb8ea2be51a57bb4602dbb690c0cb0d29bb3bda8,fix(subagent): make strict steering atomic
bbba57159d581dd121d414edda55d80b8cf7a4d8,test(web): include policy context in plan review
bbead98c1d28787db04245c56890d664bed08319,docs: align sandbox extraction with prose standard
bbf1c6e842c52f615abaa1a1f374930411332537,fix(subagent): close DSH SDK diagnostic review gaps
bc504195df6e17aa2fd4816eea04c0bb0cfcb3fd,test(subagent): close continuable coverage and drop unreachable guards
bc63b5fe00b86c9eebef18b2287d8b4ef776b5b9,feat(web): project plan mode through host API
bc681d7a542d503102939897143d508d72425edc,fix(subprocess): harden cancellation settlement
bc91897adbdd1932ee510ebd5ede3c49f74d9feb,test(cli): load product Bundles through Profile
bca74015130ed89295d8d83f33979c491a637854,docs: retain rejected compaction RFC
bca790481c02c710e1c8b339efdf1ec7c2404370,docs: document stable fragment aliases
bcc041829cd1ebec9533bdc167e5a6811d14b055,chore: expose dsh root script
bcc920369c5db08fdbd5ca0e40fac377955f25bf,docs: document package KV cache effects
bd1805c637cf2d3ea704d0077384cf58a7ae5cf1,fix(tools): close cancellation review gaps
bd42204e53d38af428c7c5985207dc91503a36bf,fix(cli): keep search index ephemeral
bd59fddacdab4031d6b4e7ca6fc53f18e42f5b79,refactor(tasks): declare-then-execute — ctx.tasks.start() replaces register()
bd6577072ff1549985fee31f774827a3e99c9913,docs(subagent): align Codex permission evidence
bd9abba638c81fa4ebecb5dc9d12ab975c429da0,fix(tasks): harden lifecycle and bundle config
bdd0a05c4aa7397760750c36dafdc1b0975c07e1,docs(agent-note): align goal rollup with implementation
bde6a9a04155c22e76cde426853a708ef4b151a0,test(subprocess): keep validation assertions explicit
be44f073e1f4363e0f92116f08a2f466df289054,Fix invariant readiness after CI sync
be56f64b7a7aef49ff83d7fea34283b096896658,feat(subagent): add Claude Code provider
be67ca41ca724c8a18ef98d440e740dee37a477c,docs: address review bot feedback
be8874f8db69471ad4a883088dc2929b660762c5,test: reduce ACP skill snapshot churn
bea6a74ea0f44d1d9e0f0b5dde331a23f4c552ff,refactor(examples): give TUI its own agent leaf
bec5721f0cac545d8a7977000a6549fb9a6bb53c,fix(subagent): quote Windows Claude batch paths
bec7ad544b443c33477f1df7d361b7e3078b5bb1,docs(rfc): record Zstandard JSONL framing
bf2e9e474cfb55dd7c7c2106c8a7d07b0e4cb1f4,refactor(subagent): simplify Claude cleanup ownership
bf5a8e42a37d2f2124991826182c560aef26058f,fix(subprocess): keep shared handle semantics provider-neutral
bf618dabf96d9e2f3037fdc264a308100d7fd8c0,refactor(web): project usage and snapshot request context
bf6cb38fbc1c63ee0124fbfbce0bf1193d9649b1,test(web): expand long-chat regression and performance coverage
bf70345d81a35c1e821aa88a96b1dac7e3f38bb2,test(snapshot): widen keep-alive timing margin
c01b64c3c100dff3e0c3003d5f24f39162955e4a,test(web): follow the Full access product label
c0433d71ee057170d3629212a73530e19c88a289,test(workspace-context): record baseline identity
c079b74c789c59e4dee4a74b2f4e9ad3c5e7a75c,docs: clarify package hierarchy example
c09b20f96b08f5119712c0017858dde214e61236,fix(subagent): finalize Codex provider composition
c0af59f80455a246ac830afe74fab5ff3e64eef3,docs(rfc): record parallel pre-push gates
c0e7b9816999c64f4147a35fb143c0f7b369cbd8,test(subprocess): preserve optional spawn error keys
c148090961bf8de680f6b210e5d0532b23c174b8,test(sdk): cover invalid generated session ids
c14f488b0059311290d90bd916297629517c137f,fix(persistence): use normalized project directory names
c16e1078f58a5576b3b95126fade6b1eee11bafd,docs(agent): clarify late steering timing
c183fae6f9827e20e1a5e09ea38bc91b3f0b5a76,clarify timing projection schema cast
c1d7b0df814c2ffe57e53b406e60f9ca69338d19,feat: return typed values from Code Mode
c1f148ce7f4c1e5e96f50a0f13985ed971a1456c,fix(llm): preserve retry routes across turns
c1fb97c63a3ac7c3a6d4066ccc7615d292c0dfa7,fix: surface config startup failures
c20445199529f6f85b8fe56dd678e77aa8a07234,test: split hook transcript locator cases
c23214be5602a4d66cb1d70baa4ddaa4dae965c8,refactor(core): fold initiator scope into agents
c238992fbbba0b35f7bf2848712960a39e49ea0e,feat(core): make turn cancellation explicit
c2543de85b1b94e42f32d2cb3dcc6a4883545f17,fix(web): fence stale history after disconnect
c25e89cb4ce3990a2ae0bb146c45a85be51cc4f0,fix(invariants): reconcile TUI package rename
c276b246b4f838d88e19958ec4956163df7f08e2,Address skill review findings
c2979322c8b938b1c2e91920740688788867e6d7,fix: keep stdio targeting on runtime roots
c2c238d36d36a0f03c5f83ecf7db87f9e67d344f,fix(skill): forward cancellation to local reads
c2cf2cbbd846f477e6b3674b095a87e5ed0aa2c0,test(agent-loop): name regression contracts
c2f2740a3edb48ad757ea930b5b487b173ba7488,Fix workspace instruction lifecycle edge cases
c302bedc3a1d313add3a3127b46438fcab6ec1ce,test(subprocess): defer fake runner disconnect
c3148d46d5e17e6b2071950d9ab3d1f1cc6367dd,refactor: narrow workflow worker surface
c3a04de1cfbdc3649025d6ecbccad53af71826ef,test(subagent): model Claude spawn errors with failed handles
c3a3b6ae41fdde392d75afb887cec022b724ae62,docs: clarify CI and hook gates
c3cb4b350eeeeaf20419d209bb34937caf104c12,fix(docs): align source examples with headless profile
c3e4aeca90b37cc515ae445152424a206e3e21ab,fix: missing notes
c45d7927cf779ab113522794cddd536a3c04f271,docs: tighten prose audit after master retarget
c485b6136d6411c898a3b2e1fad8c559daf1140d,fix(subagent): address codex review round 1
c5050f018e467a2f73a8e02f1bb9d976e8004402,fix(web): keep ineligible message forks disabled
c622a2881d23630f89238379a3a340dad314b88b,fix(session-title): deduplicate fallback creation
c64eca451c5c2af0699eec4d5b11bc57867897cc,ci: ignore doc-typecheck temp dirs during lint
c6cab2aadadb929854a497d48e94730f2453686c,fix(agent-team): isolate generated Remote browser entry
c6cb9f4210d9303c197ac985fca7a4dc3b11cb88,fix: share scope carrier across built JSON-RPC
c6e1d35a99993127ea9742a651b8653bf50bceb4,fix(core): close turn cancellation contract gaps
c6f3870b5135cdc3f015a9767ea5904a0926a180,test: refresh terminology snapshots
c6f8055388feda7b5298e5d03fb9b9f46fa778cf,docs(telemetry): update capture vocabulary
c748f30055a9d1c5bcd02eddc785fa5dfd10cc3f,fix(workspace-context): skip blocked touches and disable in Code Mode
c74f17a1433eede9ccd2159aa98537941ec3a715,docs: audit hook compatibility limits
c778b5b0db18c0b647101de716d02a6f6a0d2f51,fix(subagent): address background-first review
c7a833a893f59f63d37439d638e19822b42b45b7,fix: simplify skill config wiring
c7acc8fc6cc2bdb27d9b6927b698d3362021a822,docs: finalize list_agents RFC contract
c7bd2fdafe3a491dccf34fdc45bc51670e4716e3,fix(workflow): let completion win batched activity
c7d228c737a6a0485a30a0e1da605641fd451566,test(subprocess): make Windows EOF proof deterministic
c7dc4d3833dd14322433a6a085d09983608e6ae4,test(subprocess): restore Cordis API projection
c831c99981f280ca098b1883b9200f6b12d056c5,keep subagent duration fix focused
c836fcd416ddf0bc0c384fa24d6abbebdeb12c8d,feat(telemetry): add feedback-gated OTEL modes
c8393a2798b00ab8eca772034a9144fd6e8f60ee,test(pwsh): cover background outcome status mapping
c84ad45f26ad4105a27ce6c2e335a8ca5f386190,test(web): re-record composer stats goldens over merged master
c8fbc111db8f731de4a509f684247dbc971106a4,fix(acp): drain continuable subagents before disposing top-level agents
c9310d2a19c7f8129f8014fc927329c35a35906c,fix: address codex review round 3
c9729b501d42957ab01e6e6b6ddcebb28f0edc2d,chore: regenerate the module graph for the merged dependency edges
c97f985caa89137a89d4272abc58c902988cb718,test: stabilize post-merge integration fixtures
c98a4d09493350b546f8449295c15f5938aecda2,refactor(tasks): simplify admission configuration
c991a7cc79de48592cee5a25abf0788fb0eaacb9,docs: finish hierarchy rescan after rebase
c9aa4142141b87a451c97ecdebd0435d60c8b80b,docs(acp): qualify temporary workspace isolation
c9d3d5d557afb3f5376c50f13d44e66a451ca630,fix(jsonl): reject unusable roots at plugin load
c9e14307b829816fac821bf76acbafcc2e1dfeb5,docs: simplify source-run instructions
ca1d838afc39904c61f474e66d6032377e70040d,style(web): refine subagent navigation chrome
ca4ebb67dce527111f58dc5793a3a0cdc42285d7,Fix CI demo smoke session assertion
ca5e67490e0ae650823abc6e2994d651eb6b63c4,docs: recommend agent-assisted architecture exploration
caaa1364ec1b65fd39ebbdf2b184dcba3fb38f6a,test(invariants): bound global companion topology
caf7d48f88fb9768c7c8a0a4b7f3ed2bc581b3bd,fix(subagent): preserve startup cleanup failures
cb064c4013175ccefe8020810ae988d5ed2298de,test(workflow): assert pending pointer suppression
cb177090f9573b30947af31daa876d586bea844a,docs: refresh subagent config catalog
cb229c896450b160e95cf6a5cfee5f31cb996e62,refactor(infra): keep Codex notices direct
cb633fd357b0a19674f2de884657a242758d9f9c,fix(web): expose plan selector state accessibly
cb80277e60c17ac5238dc7ee740ae315ee3521ff,fix: retain JSON-RPC subagent locality per run
cb8968c80e0fd50fc60388e8049ae4d716d7c9ea,test(plan): cover the final-state tails and refresh the TUI golden
cbaceb73a98a6ef41c06d72a186f1911fb64c151,fix(subagent): address codex review round 2
