merge_hash,subject,non_merge_count,non_merge_hashes
97336c32ce4b6c9015a1959a6659077d3c24e24e,Merge pull request #337 from deepseek-harness/codex/cli-one-shot-demo,13,1698f0baa6226a945bc1c459a2a320e389f2cec2 2ef9590f3323ebf7293b49d73394ca0fb28c2f09 306dd2b1fef2d1df141b6acf268ee4a0da3af598 5e3da065db2cf3d2442e274dea95311d5c4cd257 692ef8e61f1ea34cc30e0736c48a951f3dcdb693 7278fc21d8bfad12124fe876a61f5a6cc0ba5bc4 89987f0ad4615ef4b4f8db3854dc30c542dbe614 8d35092e267102827a3153d0f113f838571e7b34 ae419fb692322bdb48facc1394807ad25e8b1e3c b78cdbcd51d5c397f181a71ff5b0e61063e6f791 ba693f0355f378b289e536436f774aa914cbd721 f4a30da10df2e6b227d6213926982bb108cf65e7 fb7fa980b8411e285c5e396a42868b2f72d68b92
1d43472b35d9a471cf6e1ed136da57044595007f,Merge pull request #386 from deepseek-harness/codex/pi-ai-context-overflow-classification,1,4791b40b269b19a3c40daae5ed412ebc5d1b6d42
7747aa450c14d991915026081f43478a6dba6515,Merge pull request #380 from deepseek-harness/codex/rename-repl-agent,1,2faeabb05a2ed90f4853d04162bbc3dc57c86164
62b91b5893c7a99d77c951736c34462e28058b27,Merge pull request #379 from deepseek-harness/codex/cordis-catalog-jsdoc,1,30d1af3bbcd02f7e4698fce4a83ee979806db041
114ceee29392dd8376cbc33bec8e4fc869f223ab,Merge pull request #378 from deepseek-harness/codex/type-equiv-jsdoc-docs,1,5dcf6095cb191d1f13fbc8ebe3d5df570d4d3b2e
7bf02506049c233b61358a092c5b368e0b95f887,Merge pull request #377 from deepseek-harness/codex/retire-subagent-mock,1,4dda5b953b5cb3b2de24e964c6f9da6a8c9e1911
dde62f454e9ba4df3bde3c403ec01117930ce7dd,Merge pull request #376 from deepseek-harness/codex/one-session-surface-manager,1,765dfb217414295a81e0609fa704ba64316e52ee
383a305bd41d5d6bb046c3becca355fdb96254c3,Merge pull request #375 from deepseek-harness/codex/simplification-rfc-followups,4,0c911172e959d16fdf54a0cd1d927f4cb23c997b 4851d9570496a8ed5573873c85d18c054a78fad3 89416002736122864b0eb1530350ad78ef090b26 bca74015130ed89295d8d83f33979c491a637854
9c6eb2b6b27d98f84e26c0b6b557472a07456a6d,Merge pull request #301 from deepseek-harness/codex/simp-name-front-door-defaults,4,29d545eb212e88f9589134be420eff3ed8673b81 39b9c25b8992bbb9623a58820a7a8a3bab6d3175 54fb96ef04df12bf59c69b14de24bcba8ada98d4 732735b27fb23fe90ee7f6c9853c7953b8879fdc
7720ab27a7035fc8de5b0a52d95e56b2997b54b8,Merge pull request #288 from deepseek-harness/codex/simp-hide-subagent-internals,8,39c6c1120abdcc0414325bbdd1624917b0cb8624 64a3933270a0f4636b36b485197597c66945599b 65521b589f3ffa1a912bb3d8db05a6e2ce204a85 8ada835396a021a7dce8f72d6b025dcd3a264c15 cb177090f9573b30947af31daa876d586bea844a d33a819d15964fac1212f7b716f50106c8bb0ed1 ed3654da00fd14597b79e8e97bf61f09c5981ced f85b831bd2cd0d37ca814473abc17ccfb2a6c287
2a0a82580c0effdaa2719de06c365ee4da835965,Merge pull request #287 from deepseek-harness/codex/simp-hide-concrete-agent-loop,10,225796c90dc5a6ea9b4afa2a9f4081f9d48606ae 2a6fef66ef3d55aff250f31f3d728f15e15f5269 2f1a40d9381aea67badc63f7c1d30e5cda5c0f02 3855a77e7d8b779c74c53cbbe7736a6a29563ba2 3befcfc566b4deec276d600df993949f6e49facc 4a5463cfc49b8f505b5f47aa7634909c08602a08 628006889e07846af0816a127683b3e5aa5f2b5c 90220b235fcbdc506c6106a4c33cddd3faebacb1 ba8a5c89ed4390b4b1679b736f2c44d79bdbaab9 c2cf2cbbd846f477e6b3674b095a87e5ed0aa2c0
826da2d0aa80e7332ea42b398b52ed8e8a97b77c,Merge pull request #286 from deepseek-harness/codex/simp-ui-identity-residue,33,00462f80a6ff59604e44b71446bb9b2427a212c8 03f91a547183919422aeb1d699af58d678a8984d 0f85ae0a9df15ad0a356087715afebba12ff41b4 151d6387e03b9f41b553e7f079588f76d7317516 1a111654ae13b9dd448cc7166499c45247e20731 1bb9995128f75474eeec9933e2bab6fc69a8b60e 1febeb8428d1c1dd4d24f812567b792d3d3f79ea 2333ab19e3b03bc84cf050b16e897b830b2dfdf2 288023dac182c407c296571f3730ff3a89a0696a 336f4e51ba0b7fe0c79abbd7d617f6597f0fd7fb 3d19252e9643df4875b43669e7e22a32865ba857 419b0bcf7dfd9c0e88bc15ecf303c9576a92b43f 45e3997efcecf48c57e171a7d77401b1c914ea32 486362d2f8a6de1aee998cee320046d5c3db1a8d 4c08629b58ef493da1a02e0dcff9eed4d4eb1980 5409452cc705804386fe029908f14b31840efe96 5a1194bf301ecd9f2ab007a599a2e121e57b72e6 61136b22bbfabae49227843f924cc4832a07fe51 69c36e4fb5a6bceff4f44a8ba81ee8deb68fc1e8 70c6c0ac39aacf14ab0b627319b192fd1ca6f03b 82c0d1fb7cc291196bc3fd5733dfec867d84dac7 9366baf39fd84f169e1df7f42048088b5cc0c790 9ebb40b84b404b3568a53cd6fab1b966e2c82c74 9f1a69366bb4644f781df1508cd2879d205f343e c6cb9f4210d9303c197ac985fca7a4dc3b11cb88 cb80277e60c17ac5238dc7ee740ae315ee3521ff cdeec6fc1d984adfdbd645d1a481dd0a2a9fdba8 cf21e252fa8fd7e66c4b0c6a5acface4821d4712 d898d1faf0739e4e4f2edd5b6f7a156f54ed2d25 db3e97fc17a0f96fda7a2ecee94af86e7fad2102 e9d1e1cdda70eedb49a12f9adce2afb18caa4c00 f6350ac553dc9f34b7c397eb62991e2566f1ca6b f7af6a87dcf06397bb66b91fd851572e31385815
67053d1cf63b50d5496fae1451cdc437ecd505df,Merge pull request #285 from deepseek-harness/codex/simp-unify-agent-session-id,39,042d752fd2ca7f8699011275b03a952935a0a54a 10fd0b4504b47285b67aed611e4cc0a2e86c5db4 17c99efcc14c76bbc548f64ec536d95a2dbb25c5 1f2c85c854985384febdf6829cc3d9eb2181b3ed 2dca8e2151ef3745f88507fe2aac17cabd630eac 2dea4afac0d49976700139a766d40734e3204f4e 3bd2052d7251b9500e8afca02aaee64ca8b2ad40 46b8bce03acebd579cdcb4daf91c02e51eddf78e 58e61ae20ba28101be0bed01505b03ec20cd6a7e 656ae95263cfd9f832bdeefbf9da6a91b8ce72bb 68b5c716b1265590f5f2936c33f9760b12c8d1db 6b782b018927139ea07e5907488b0b948d90c813 709cc7200eb2b3ac64090c67833a25a367a1b3df 7d6ef0a47260a096a7594e54c797fde9e1ba8ca0 7d711c44a8a6202680f2801ba16b391858715163 816b6e4c68e26c38c4ac0aab1cad3ee14714a510 828d6004ba35737a5887def0ce3c32b1c84b77ea 8be096c540c6b82187051eab9febd461a46e4fc2 8e37abb6c9dffa1fa2d5a24d05aa9eef4dde88e3 949ee03377719aea96a26fd96ba0bc284cf740ec 9745a0d43a979d34c44c2a42d8a485d03a25de71 99b5f04c9bb5ff2ac78d9cc30ce22d65a181c097 9a25e44fbb4c192ad1912fa504d9b71e19820f36 a25c0f084f035f94a11292b17ec9a31e93349c2e a6e406a7782303ea5838007e8e85401e95ce4e01 a9c4fe2c4ba9f92a85117d60ad01ce1ee5930c69 b2064cba10f3a0c19ca24472f0ee7d7f81c1816f b47e4c5276604dd1e5a400f5f60d2c16e195df10 b58cf7ec2fdb3ba7d88ec097766dd47f2a188a2a b77cfd64a1cba70c1c2168d370aeab3108989a12 c148090961bf8de680f6b210e5d0532b23c174b8 c1fb97c63a3ac7c3a6d4066ccc7615d292c0dfa7 c2979322c8b938b1c2e91920740688788867e6d7 ccd810f84d74ce452d858b553eb0cbdb282d715c d56cc8d42417c45c835c2f7576d16bab980eb428 d83aa8d11aa217fdbee379dce37aa5146228dd21 e8f1bd41f5bd96c529c59ed524cfdeef7d3d1ce3 f02005c832b450d65d372c935c612c7d83eec54d f8cc1af99b9b8a5681f93e8939bf8e93f98a4011
01ec1a5e5f7ae836d9e2e13107ff6017a4f5f06c,Merge pull request #284 from deepseek-harness/codex/simp-agent-entry-state,3,1e4de0deaa5d9fbe0b725c90b098001a3fd8ecf9 7a33ee94be9f4338369f388c5efe3deb4965b50d 9d0066440311c928a23e925fcdc34ba9da5bd184
e8ae22d547313afa37d52473dfbd70a5ea0bbe01,Merge pull request #283 from deepseek-harness/codex/simp-compaction-surface,6,1815095579a28d5eb46ba7329f508d31b3a79d56 87c900dfb2a8b73f153828a01c9fbd90cd962311 8eccd5416e58d1ea63f6dfb411a247ff6c272ced 9f9f83c11f0ba190da488156efb015e3f7d921f4 d25a56b431d98a6df3ff242df6386975acce05d4 d7de8a8d138b70d79e7066195ac11a512cbf4249
402ecd2381c2c56f65cc52c4fec5f0165486e5a9,Merge pull request #282 from deepseek-harness/codex/simp-trim-hook-snapshot-noise,3,47812b45db85a9824530e800b12de1c82fdd6972 b579a13db759c38c41541a021bbbac188f4bf8a8 f95a411b0ac7d5f347c602308df1123dc1aecd5f
6597af858be3c8703ec2b1c7005a6ad748ca97a3,Merge pull request #303 from deepseek-harness/codex/simp-drop-unused-schema-default,3,60c4d523d1a868d6766b828a2e5a0771f7c42205 863116daaf406d3fc6485be819bcba0fc3d275f1 f1373cd7abc479ae89a219e6a3fad6023f66aa64
a6a93bf3640c70c4388f069bd7323c0aaf183223,Merge pull request #296 from deepseek-harness/codex/simp-hide-llm-adapter-helpers,2,0892831177c895b4139cb61b9c20a32b465fc923 91075e010ab641a3cc236881d0713f68b27e8191
19cdad4ecabd9d604a602c3d3de25b59440ac2d0,Merge pull request #295 from deepseek-harness/codex/simp-prune-llm-contract,6,546143048c011b30380fc135efbbde12afc8b465 5c82310f47a57f5031e3301042a53a0768a53b30 a415d8fdb1b3de4425495b6c87707b58f5c3f65f bb1c8fa27da12f2432afaf3d5c04fd8299df73e9 d0df50aa8eee0c98b7eacadcdbc797f7780de565 ff064917a25fe72af8ba109847fa822220cc4330
8518dd31c7c6206b6721e9a0ba7cb02bf613f961,Merge pull request #280 from deepseek-harness/codex/simp-shared-acp-test-launcher,16,0b492e6e62be53abb8560d16f806a4078f56c651 0e7d539bbc5b75ad224b312a11cc1e15e1ba527a 140d32681ef2fc4b35dbae710044c7b7c4e693b7 2027c70a17661fe2b8b5aab1685cd443ac2c3b56 3e2ba3f5574b43dc5af5d03e146769be241f96a3 60ce23d77c52b6f4c183c320d2a1b54c4aedea7f 6b59b6050e379de30bb8f53bbc38172f8ffe896a 7e9bf9b951913b1c5d70b5e94e22ccd8f60bed76 8e7cf8cc10c3559ded0ee7f93f62d14ff5f18ad4 9028c9b63b6c3ed1737c168ae5e1548bab064668 a8c0e8a03c35b1303d7780b8215e482809c32d6f bb40259083f10cb2071c024f05810c74021e4035 d4c96deac3802164c430335309f936f3e5ab4f1d e2a5a160d3763ee7faaa9b4235ae7284144f05ee e784e4dce5f5178b5e22a3d3376599144d8bea1b e846a115f29fd4fdfe7d6fc7ac303688a093a715
a3c05e44d6d45bdb09534131b4339a8982f08b4b,Merge pull request #373 from deepseek-harness/codex/tui-snapshot-testing,4,81ca81e23dea201a92b9cc6de38dddf5d8cb790c 8e366c3071f88d4c66c0bfae0fcbea45bd61b78f bea6a74ea0f44d1d9e0f0b5dde331a23f4c552ff e68cef1be1dff8cde8a04556969af400ecb964fa
8c7382bc7784710991e046a9073584ada4dd19ca,Merge pull request #279 from deepseek-harness/codex/simp-snapshot-fixture-inventory,3,287041e39e93b368646f0fe8298b65feab692acc 6ad4b4fa42eaf296a2692c4e0886dee02cbfe75f e481288a3a5fdf05f4bcc491dc120820975710d3
29d5322e23695bb57fe3915e1c528c59a11f7e10,Merge pull request #369 from deepseek-harness/codex/session-persistence-events-catalog,1,2b4641799e237f751512309b0523c39448dc3be0
350a636ece98f5a212270813857c96246be69311,Merge pull request #278 from deepseek-harness/codex/simp-session-log-representation,9,0998db87d869c423fceba3d3f89d18504babf773 1123e946c0f5f1966c995debd83adf9c42b50f82 25a5dc35ba4498a3dbb75264aa74b3937c9782d2 49e45ff184dbb1c5a293d83359afd0b8ce333f95 539850578aabd477c734a6cbf142d93aeb035764 649865043db86045ece6d586f2b0cdb9c2c13268 6825918eaddca6bb7113f5a889a95ffc9f386470 b12b5f8a9536e99fad72024451b9c1df84300c8e b35d66b86dcbb814f0183174c4d42c303a963178
863f59a1df5e707cf424743beeb0225e5f6286e0,Merge pull request #251 from deepseek-harness/codex/agent-session-jsonl-location,11,1951eb546386e9002caf6c270ff0e055793fbeab 1aadce9fe7eaa24f66a210e772acd701ed06fc20 415907a1621fbc10a303217637897020eec4ccd1 48e7bde3617dd5c84fb7f1c7692066e9bd530e3c 869f94d9d85e9a1db03afbb7c670fe608c93f5a3 baf64e8b2117ff40db66f3c8d9c8677bcd8f07e7 c20445199529f6f85b8fe56dd678e77aa8a07234 d4b52270717d8db207e0fac694a3964bf6d66916 df9617aaff2e45bea858fc75c037e77486945faa dfcc93da766e6d31cc16d061492fe4403420e85f eea0a99985741a9e8a89466c4955fd2a4c07dc97
33a2a0b2125f6cd28bd1fc7d30694cb7c2679893,Merge pull request #321 from deepseek-harness/codex/document-host-sandbox-retries,1,1222d07da965b40be77861c8455c0efc09129eeb
3412eab5180d64fe13e5fb8795ec9a38c1edd02e,Merge pull request #186 from deepseek-harness/codex/truncated-design,24,0d5b15b5b46a1c6ade75c47e6dba6d7fc6239cad 1df9f3a84ade29f3393afbe4737f014b5ee4dde1 31be42e92d1792c74466a0f7afe6e2a2d7f18106 326b199f255c61647c190286960dd974488a70ee 3bb90bd4b6d3aa2bdae23509136f585e56912bb8 460a58639ae5aba84f97c24f8ba957d25b64db94 463b72ce9631e7c034089cd508e3ccacbcb75e39 4f2f34c6fd04f3787a5e74712f3fcbb6c97461b0 571c6025d56f827c0aeed55e0c9b8a9fa9f974ff 590f520949dcd57bb52aebd713a5fa593bf209de 5ac03dde3fb2bc125263088d1f6015770d3878c0 6c57e6036d3d330415aada4b2bf40212ebd3ae64 7a1c2779a701737f8527e7291801dfeaca35ca0d 8b86c3febc03d4416b1e2868f04511ff9d1720cc a2c53a885b0c5ad6e93ea0d53baa9acf44cb68bf a4a9900be1c6f597a92a5955fe2768ca40314756 b69129601e5033a62532b0e72061bfab1cafc516 c9310d2a19c7f8129f8014fc927329c35a35906c cbfdf9d0922736151bab3a406dd1a951ef7bc551 d0c2f0916dfd14f9299f25e9c9669e760c378a60 e0f20088d85b40491891dd7a632312a16884f040 e94305d99ebcee7c93208b3e347b4ee791ada0b2 f4acb1cf05719859ac6b4f54e9354efdf0adb960 fef4313685fcd384b7c5eed7a4628b087e95dd14
44e126e3066f12094e44740dcc2f1f5a86783d6b,Merge pull request #106 from deepseek-harness/codex/project-instruction-files,29,15c7a27f39868eed13e483d8216f7143de8a6bc6 1795dc6e19b9c0393fa7b20f7460dddc34584eec 21ae7348390f5454b9de4a4333a62f3f0b0db991 234ffe4604f784cd45d9d6a181cad2a0291b6f52 2b99d8f5c27119004c3a29d445d71e1cdf11ea79 3c423523101adfad82e6f3fd53ff709ffdb9a090 3ddea798f12e8bfd4873cfee8775bb97575c9423 3fe196a7511058adf54890b4ef34ad9981d0a09f 4e47a7c1bf4221bcf0cbfc6f0a6a598c5dfa673b 54514f48c539b1adb029ada32a5a1fb5aeca7c97 5ad483d120d8f45f93017ea32c14f39c697335fe 706b9c95b1571f4a41ca011f9ada605b870c30a9 72bb02e68e9de94282145a3953f6ccece6e4734f 768c79fd45e01987c77aa49430617fe96b9a0ca7 84ad8866d7fc5c86e9dd2ff0e85c716c67d397e5 87c5b551228be2c53d93bbb913d3788947b897a1 901315d8ab0903c2f4ac1f18401fa9ed98f05b4c a0e917ffe37825be599ef8560ce2b7f208b3a4db a3f248ff52720758f282ff9680c51320cd0f97ac a52cac00b1a0dbb6969da5bd634e22c72cf02c1b aa62b5109a1736e5b468c2652d52cb635bb6cc12 b92795a73126e2ff163cd1e78bd4d98b54d8c21d c2f2740a3edb48ad757ea930b5b487b173ba7488 c748f30055a9d1c5bcd02eddc785fa5dfd10cc3f d091946fc47fdb28a5b0a95d042c4d41d9e37a00 e23a6902e77a4610d62f43de52d0753f40e7f05e e9a54f0e719e0806c2498764667975c31d388386 f767ad1904183f730322268909da470e75b431a5 f8f270c13ebe51a423fbfa4fc3272ae69781c2f6
5a8466b77406581090595b00142c959b96daede1,Merge pull request #293 from deepseek-harness/codex/simp-prune-sandbox-surface,2,b2025337b56b8584ffbb71a54b486c48b285fc78 bbead98c1d28787db04245c56890d664bed08319
674216eb865e6483f53890fa48f6fc7ae12c4468,Merge pull request #298 from deepseek-harness/codex/simp-hide-web-provider-helpers,1,0c88df78b209b2e234f65006ae0c7cced8ffc5f6
4b11e420d9a20f169303665c75d440be797a1f9f,Merge pull request #219 from deepseek-harness/codex/rfc-subagent-background-tasks,19,184e164091d462cefc9dfe309c0e85d46ca6e231 1a69a3debedbe6b54b53f069084cc68b6d3ee284 351a2e42b3d70a2514d78b5a9b7348e71a523ec5 35acd34fd96c5ebbfdd2bd0a263e9700dad62035 43d60286e3ef4df567ab96f743f11bce3c52c5db 4dee9a8d9bc5bbce52dee79bd24ab2523a7f1309 6771a733097b0cb077a9630fd4befb60cadb0f6e 712d481bdf8c804d3df587ccf9aa066b01d80f71 80a5dc935e377cdeb0c0dd1dc0900341b148f8f7 8bb8ac8b3c079bfa1555e3e5c120d2d87506bc7c 8f5ea04c3fe6369fbd13aec1bd204841836d2f2f b06ae91fa8acb38cd62c1b5e23992d95dc032201 b23da625bb36a658e25f4976aa0d0d5f01ff2490 bd59fddacdab4031d6b4e7ca6fc53f18e42f5b79 bd9abba638c81fa4ebecb5dc9d12ab975c429da0 d462348556edf0c754a81ac5c647366f36a15ece e19043881a115a2bb65b9339d2adaec5086fe991 e7e382f9d1b499313c8d62d25e068b252798c90b f858c647a6767bafa198b1faba6dcfe3ebc911c5
b045b553a98dd7c4ec8cc5814895f66167bdba21,Merge pull request #315 from deepseek-harness/codex/fix-pr172-review-findings,4,19504f7e342f1c0f534eb3a2fe43648ee33c3ea9 3383c20c638d1a76833dc322df3aec3ce15217a9 3caaa437977ec4e82af3c49f376cf8de04473897 53fadcce8a379897a33b8dc5e4801381825f6833
9cd31c7259f927d841fedd297755e4aa9c663247,Merge pull request #300 from deepseek-harness/codex/simp-drop-assembled-section-order,1,26e2fe9356bf1c65a8022dac8492be257ebb722a
6c8e8565527007fc94ef099623b123bc512b22a9,Merge pull request #290 from deepseek-harness/codex/simp-prune-code-runtime-surface,4,01da49a3aba3ee285784262af847988f70935ad9 4f40197e169c6f8dadf756ca514b824a9050f58d 5e9131e824a86dc2fcdaf910569b1fbf7d4cc72c a11396e43cb57fd1523784dcfbe621f68f908967
457e3b827fc07b4298ceb07b87a7fc6f56972f46,Merge pull request #297 from deepseek-harness/codex/simp-prune-web-seam-fields,3,3ab35de64f830bda324695cb5ef12cf2269fb835 3f676efbd96dfb7954181fd59884690cb668df1c a8d1624695b78677e65d287b87aea016f3de1288
fc3b6255e74a29b51868d6010fdd78c510035da7,Merge pull request #292 from deepseek-harness/codex/simp-prune-bash-surface,2,419370ea4b7afdac2d3ae1d6d5f7248290823f71 8c8b422f1787233bf8485982bb92f206734a9e3f
7e03ecc937532e23017309496f356ea93f85bc0a,Merge pull request #289 from deepseek-harness/codex/simp-prune-tools-prompt-surface,2,0236a123242f8676fe754450cde6c17ff321dde4 458f87ea03432d48a0b096b2f43c8903e8db262d
13caeaeeda9ec1039862fd56b9671573d60ccd58,Merge pull request #302 from deepseek-harness/codex/simp-share-loader-smoke-harness,3,0815ff4db4857447de9da581a26cd0d8a61c160d 4cea4979c63c2b9c4b43f01372303e0ea3dc318c 600af3ca7986c0af9a463384e4473f6d2f330d5d
b75c9909e5fe56e7c30d7e59b4c3d393b6b5f075,Merge pull request #299 from deepseek-harness/codex/simp-drop-skill-provider-events,1,582a8ba2888cb5ed01d245a114ff3d5b6a06e10a
6a0bb33eab595b55ec4bb1325b8d2272ab6100e8,Merge pull request #294 from deepseek-harness/codex/simp-prune-workflow-worker-surface,1,c3148d46d5e17e6b2071950d9ab3d1f1cc6367dd
60a3137fc2a66958460e48fe3a5e32ccfeae5598,Merge pull request #291 from deepseek-harness/codex/simp-hide-fs-internals,1,f9db1a6a08b4af895f33b8d01957801aa727714e
174619929dec5b243fd49cca7224fc1d9e19f6bb,Merge pull request #310 from deepseek-harness/codex/fix-acp-snapshot-fs-registration,3,4afc701e98dd1bccceb8f127eb2f376bb437a643 8ffcef7db9ae4c1c809950a8f7bf1424a9ec1107 d958d9fac616c2328031817543e89fb4e2ece70e
513a8d2177a81ca357a8200c4aaa688d7110fcb7,Merge pull request #276 from deepseek-harness/codex/simp-session-dead-surface,1,d060c0dd4f5947e02b52114ea968307bb1b272e5
0a423b43e2662a0157e8b7d9eb78401ccc110121,Merge pull request #308 from deepseek-harness/codex/time-context-plugin,3,528f9cba6293beffbdaa4926968eabdbd6a51434 a9d74932b12e05721cdfb66c25d3aaf2ae70fde9 d9d9487e0e000b992f07edf8aad01cf78c960826
fb126e164a82bded403d5cd0cb6855ea442c8307,Merge pull request #260 from deepseek-harness/codex/trim-ai-prose,7,148046b9c8688e833d0a7904f970bdf8719e88c2 26b4b036fcb8376c87b8bfb292ea01d246bfa7a4 32d9268d4a2ecca241b8a40f96b1e95852c2c053 75838e10b557cddce53f4793523c8ec1166e3972 c45d7927cf779ab113522794cddd536a3c04f271 f0fc20ca42ec113c88e893c2092abddc81c76b55 fcdc318ddaf1e8e9fbc62ee4db1cb4c6b2620461
6e5c908a1bcb0a2db9a34685e2ab95f5e6741825,Merge pull request #257 from deepseek-harness/codex/model-experience-readmes-20260712,21,027970043c30048048433fea95e7e79a55bd7a4b 23850b4ad9e90dac72e358578587684ac93be2c1 3fc2a4ca8201ca781ab7e55827c287f3ff3b7474 41a7c70cb1f1a69b3a7e5b805abd08d19700f569 46ba91bc98ca6eeb529aa343ed905c732deea542 646f3d2d0c553402b6e352cbcd70f1530c4de883 6ebc7313a02cfdae744e1b9d44c31fdb3757c700 7195d9eda2305ad08e2f5f02e5116f69ac34ebf9 7b539a0f8b3d6e04252db5517ab7551aca6512b3 89d8d5678586a8fc25f1ff38c2f88d37e0a15ff1 8d5dce182406e8754a9b99159f42e2ac7400d043 95065330d7c743f657a8c96cc8f7bbbea7967e41 a4417f4924151d130e76bdde5c5f40cefa8bd149 b2031dd6b23be3e50a0b8f73aca570cc754a12ab b5cd511f35c52a8c1c4c2530b446b1a6b0574cab c74f17a1433eede9ccd2159aa98537941ec3a715 d77f797d89cbcf0a3d73b78dc0f618edeefe5c7b ecb8aa5b8e319bd0f661a045d6625ba8fb79fcd2 eed43abe663dfd5ca0df9bdf8b7d2ed0ada8480f f66c1ddb0bc762920efb0f35535a5a13cbdc8aa3 fe851904ebd128fb207082f9bee86d8dc1ac51b2
a0359bc4a9ffce59de06ed86c9dbe98edd00357b,Merge pull request #281 from deepseek-harness/codex/stricter-duplication-lint,1,53d9634043333913e175b23504a9ab912885370c
500e70739cd9c5f3177982de0a184255a56b1133,Merge pull request #277 from deepseek-harness/codex/sonarjs-duplicate-lint,1,661504b3ec6f88baf91f4f62545cbc2c34dc1c4f
62eba83f4f45bf09cc4310f9b86c889d32b306de,Merge pull request #259 from deepseek-harness/codex/pr224-simplification-audit,4,35804737fa9d5c7d8f27299408e2fa60e2ff6d02 84a9b7374c2a85248fdcd268b6e4dc98141edebc 90adf1003f39f92381819c27db2a3f56ca615ed0 be67ca41ca724c8a18ef98d440e740dee37a477c
4cda9dd03dca30e681e5610417d50340b9ed764c,Merge pull request #254 from deepseek-harness/codex/system-prompt-snapshots,4,169f86966a2cb2aec97ed2613cb8f766b6caed4f 382c243e78893814cb751eaf0fc09b35caf4e65b 9339622d3b6da4070944ba10bc9eed2bb121fb25 bac97a5b2e1ae105eaa3a50c3aa131f8ead02fbb
7331720c8ab5ef7f9bb435fbe09d0fc9419c2c38,Merge pull request #109 from deepseek-harness/codex/skill-system,20,0b203534248379b166ebda9783a236960669962f 1934035d04dea2d88caa520c27d86cd8cbe8f57a 28f7fa0969949c1ab1dc38840c3eb236723f72fe 2943d0303ce1da92b7d954cfd09c7769178a0d7e 426d65a2a25327eacecf66e67175d830cacc05de 45be662e85f5059bdf463ecc043688a444827f9e 5fd647012e83d2dd395b3c6d135ee2178551d4f2 6292d522362406d46ba5f74d7c0b3631dd6c0047 77ab82a94c2f98908a4f46ed2bfb61eb65ecfa9a ad14b210bfb912d6de893508b84563e5e6d9586c b5b17a7f65a8581c16ab5af7980faba637679315 b95595f0c7ed9769bad0fdb1e64727ff0dc34284 be8874f8db69471ad4a883088dc2929b660762c5 c276b246b4f838d88e19958ec4956163df7f08e2 c2c238d36d36a0f03c5f83ecf7db87f9e67d344f c7a833a893f59f63d37439d638e19822b42b45b7 ca4ebb67dce527111f58dc5793a3a0cdc42285d7 dca2cc257db87d7c1e44bb36cebbd5aa76728a29 f453ba77a209a9e071df75dfb427a1836c9ed6da f626e569a4d5db00d263d5da7ab4322f9573c7da
feb457d42542dabca71f6a2e071bd77dcb01c418,Merge pull request #236 from deepseek-harness/codex/mock-snapshot-rerecord,3,5f7177a0a983b0eb2733605026ee0d9bb4dcdb53 9d2cf8ce826ee82c2af13f25de12bdf1920dda7e af242dbae56df6b4092c3dd026e12a1682045256
59025dde14f46f349857e426bd7ebe6543361f44,Merge pull request #232 from deepseek-harness/codex/grep-glob-rfc,7,1df9f3a84ade29f3393afbe4737f014b5ee4dde1 3bb90bd4b6d3aa2bdae23509136f585e56912bb8 460a58639ae5aba84f97c24f8ba957d25b64db94 590f520949dcd57bb52aebd713a5fa593bf209de 8b86c3febc03d4416b1e2868f04511ff9d1720cc e0f20088d85b40491891dd7a632312a16884f040 e94305d99ebcee7c93208b3e347b4ee791ada0b2
137530954a21ecd61a3cf68306792d511825164e,Merge pull request #108 from deepseek-harness/codex/ask-user-question,11,0009d1369330a71e252146afc2e2643fdde08848 08fc8467bc221d0c444567e9527973cccb0c723a 0bf50d3469ec464db9e41e88f056c0aa98365e60 1e06fdbb86ecb56d80b4af13fab63de99d320583 510e80e447d1cb1924d080196c2c6a317f56907d 51700d4685898a3ef62512c34f2183b7b532a5b1 56091d5b5d126cc2b21b57fef93b299143db6f81 7db9a6c78039b0324acbc89a0df1679f975944fd cebf781d69c774348aac90747e29fb5fa2796bb4 e41dbe730335b6208db9a56594b8527f37615cf8 fb8f20de6e74738bed9c6433ccdde887f9265797
d014e7eaa619c55cbd885fa478ad52fb32386c64,Merge pull request #221 from deepseek-harness/codex/fix-bash-local-process-tests,1,9c133c644d3dec868be27a3ce01ecc0debd2e283
f8a6525b5c4041a80bef9232a9a3b17515d19d4f,Merge pull request #187 from deepseek-harness/codex/add-dsh-pre-push-checks,3,589259e70c1ae1f57a421bbedc9c1d617df53b82 671cbe173eec053ac04b205419c6d4bf388cc6f1 e30f5e633d966cc0950645ccc8af687e44774544
